LODZ;19.449553728627507;51.745472398279915
SZCZECIN;14.556139;53.429152
WARSAW;21.0254902;52.172175
BYDGOSZCZ;18.127196;53.1375507
WILMSLOW;-2.2280136;53.3278045
USA;-121.924853;37.385265
